,Card Identifier,Transaction Date,Transaction Time,Risk Assessment,Payment Method,Transaction Value,Merchant Location,Card Present Status,Chip Usage,Cross-border Transaction (Yes/No),Acquiring Institution ID,Merchant Identifier,Merchant Category Code (MCC),Fraud Indicator (Yes/No)
35692,card 850,2023-05-17,1900-01-01 13:36:50,582.0,Chip,10.75,USA,CP,Yes,No,acquirer 6,merchant 46,5814.0,No
96543,card 850,2023-05-18,1900-01-01 16:47:39,507.0,Unknown,4.94,USA,CNP,No,No,acquirer 127,merchant 506,7338.0,No
50281,card 850,2023-05-20,1900-01-01 01:59:43,1917.0,Online,265.0,USA,CNP,No,No,acquirer 16,merchant 1013,7311.0,No
22816,card 850,2023-05-23,1900-01-01 14:14:20,447.0,Paypass - Contactless,14.25,USA,CP,Yes,No,acquirer 6,merchant 46,5814.0,No
35740,card 850,2023-05-25,1900-01-01 15:00:09,422.0,Paypass - Contactless,39.0,USA,CP,Yes,No,acquirer 339,merchant 55,7230.0,No
86478,card 850,2023-05-26,1900-01-01 22:19:31,622.0,Chip,16.95,USA,CP,Yes,No,acquirer 12,merchant 1,5812.0,No
29827,card 850,2023-05-29,1900-01-01 23:00:02,812.0,Paypass - Contactless,67.0,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
42790,card 850,2023-05-29,1900-01-01 19:31:44,512.0,Paypass - Contactless,12.0,USA,CP,Yes,No,acquirer 6,merchant 46,5814.0,No
5566,card 850,2023-06-01,1900-01-01 19:26:50,497.0,Magnetic Stripe,52.0,USA,CP,No,No,acquirer 6,merchant 6,8398.0,No
65811,card 850,2023-06-01,1900-01-01 16:24:20,462.0,Chip,6.5,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
79958,card 850,2023-06-01,1900-01-01 22:36:28,882.0,Online,265.0,USA,CNP,No,No,acquirer 16,merchant 1013,7311.0,No
34862,card 850,2023-06-02,1900-01-01 00:58:23,987.0,Online,265.0,USA,CNP,No,No,acquirer 16,merchant 1013,7311.0,No
43702,card 850,2023-06-05,1900-01-01 00:00:39,682.0,Chip,50.0,USA,CP,Yes,No,acquirer 13,merchant 380,5552.0,No
6649,card 850,2023-06-06,1900-01-01 20:07:48,307.0,Chip,11.5,USA,CP,Yes,No,acquirer 6,merchant 7,5499.0,No
3167,card 850,2023-06-09,1900-01-01 17:23:58,287.0,Chip,32.98,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
88187,card 850,2023-06-11,1900-01-01 17:55:38,547.0,Paypass - Contactless,28.0,USA,CP,Yes,No,acquirer 6,merchant 254,5977.0,No
24575,card 850,2023-06-14,1900-01-01 14:30:19,717.0,Chip,57.71,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
69274,card 850,2023-06-21,1900-01-01 04:12:40,702.0,Subscription,109.99,USA,CNP,No,No,acquirer 6,merchant 539,5818.0,No
26110,card 850,2023-06-27,1900-01-01 14:09:39,882.0,Subscription,7.99,USA,CNP,No,No,acquirer 6,merchant 539,5818.0,No
29079,card 850,2023-06-28,1900-01-01 02:24:07,802.0,Subscription,44.99,USA,CNP,No,No,acquirer 97,merchant 539,5818.0,No
41174,card 850,2023-06-28,1900-01-01 18:12:42,1382.0,Paypass - Contactless,21.0,USA,CP,Yes,No,acquirer 6,merchant 7,5499.0,No
74692,card 850,2023-06-29,1900-01-01 12:29:38,702.0,PayPass - Wallet,58.0,USA,CP,Yes,No,acquirer 164,merchant 1,5812.0,No
24166,card 850,2023-06-30,1900-01-01 13:03:11,1012.0,Subscription,169.99,USA,CNP,No,No,acquirer 6,merchant 539,5818.0,No
60091,card 850,2023-07-01,1900-01-01 05:00:18,1147.0,Subscription,169.99,USA,CNP,No,No,acquirer 6,merchant 539,5818.0,No
82233,card 850,2023-07-03,1900-01-01 00:10:24,1432.0,Chip,61.0,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
60471,card 850,2023-07-10,1900-01-01 16:49:20,627.0,Online,74.0,USA,CNP,No,No,acquirer 16,merchant 1013,7311.0,No
70652,card 850,2023-07-11,1900-01-01 00:11:17,712.0,Online,74.0,USA,CNP,No,No,acquirer 16,merchant 1013,7311.0,No
80859,card 850,2023-07-23,1900-01-01 13:48:41,1052.0,Online,39.99,USA,CNP,No,No,acquirer 516,merchant 141,5967.0,No
6234,card 850,2023-08-02,1900-01-01 14:30:56,987.0,Magnetic Stripe,6252.0,USA,CP,No,No,acquirer 550,merchant 763,1799.0,No
62418,card 850,2023-08-02,1900-01-01 20:43:55,657.0,Online,37.0,USA,CNP,No,No,acquirer 16,merchant 1013,7311.0,No
21517,card 850,2023-08-03,1900-01-01 15:18:01,647.0,Chip,12.0,USA,CP,Yes,No,acquirer 6,merchant 46,5814.0,No
28392,card 850,2023-08-03,1900-01-01 13:27:07,1437.0,Subscription,179.97,USA,CNP,No,No,acquirer 6,merchant 539,5818.0,No
53222,card 850,2023-08-03,1900-01-01 20:06:35,1782.0,Online,723.0,USA,CNP,No,No,acquirer 2,merchant 267,5621.0,No
96208,card 850,2023-08-03,1900-01-01 20:50:00,1072.0,Chip,12.83,USA,CP,Yes,No,acquirer 25,merchant 4,5814.0,No
98400,card 850,2023-08-03,1900-01-01 09:44:06,807.0,Online,74.0,USA,CNP,No,No,acquirer 16,merchant 1013,7311.0,No
60469,card 850,2023-08-05,1900-01-01 11:49:03,1427.0,Online,74.0,USA,CNP,No,No,acquirer 16,merchant 1013,7311.0,No
55211,card 850,2023-08-06,1900-01-01 15:36:26,447.0,Chip,17.25,USA,CP,Yes,No,acquirer 6,merchant 46,5814.0,No
19786,card 850,2023-08-07,1900-01-01 20:42:20,732.0,Chip,35.98,USA,CP,Yes,No,acquirer 45,merchant 1,5812.0,No
74810,card 850,2023-08-08,1900-01-01 03:14:39,1267.0,Online,74.0,USA,CNP,No,No,acquirer 16,merchant 1013,7311.0,No
16848,card 850,2023-08-09,1900-01-01 01:03:13,757.0,Online,74.0,USA,CNP,No,No,acquirer 16,merchant 1013,7311.0,No
21538,card 850,2023-08-09,1900-01-01 23:30:56,742.0,Paypass - Contactless,30.0,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
73962,card 850,2023-08-09,1900-01-01 03:07:17,687.0,Online,74.0,USA,CNP,No,No,acquirer 16,merchant 1013,7311.0,No
47137,card 850,2023-08-11,1900-01-01 17:28:00,347.0,Chip,17.93,USA,CP,Yes,No,acquirer 25,merchant 4,5814.0,No
67375,card 850,2023-08-11,1900-01-01 19:38:51,307.0,Chip,12.0,USA,CP,Yes,No,acquirer 6,merchant 46,5814.0,No
1101,card 850,2023-08-12,1900-01-01 16:47:32,532.0,Magnetic Stripe,75.0,USA,CP,No,No,acquirer 6,merchant 6,8398.0,No
45860,card 850,2023-08-16,1900-01-01 20:00:06,257.0,Chip,12.0,USA,CP,Yes,No,acquirer 6,merchant 46,5814.0,No
49212,card 850,2023-08-16,1900-01-01 12:33:44,1612.0,Online,265.0,USA,CNP,No,No,acquirer 16,merchant 1013,7311.0,No
50279,card 850,2023-08-17,1900-01-01 22:26:32,1032.0,Online,265.0,USA,CNP,No,No,acquirer 16,merchant 1013,7311.0,No
7851,card 850,2023-08-18,1900-01-01 18:32:23,292.0,Chip,22.95,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
63583,card 850,2023-08-18,1900-01-01 10:50:22,1132.0,Online,265.0,USA,CNP,No,No,acquirer 16,merchant 1013,7311.0,No
84691,card 850,2023-08-18,1900-01-01 20:14:00,262.0,Chip,12.0,USA,CP,Yes,No,acquirer 6,merchant 46,5814.0,No
27433,card 850,2023-08-24,1900-01-01 09:41:11,2012.0,Online,37.0,SGP,CNP,No,Yes,acquirer 31,merchant 1013,5817.0,No
40918,card 850,2023-08-24,1900-01-01 19:07:42,832.0,Online,37.0,USA,CNP,No,No,acquirer 16,merchant 1013,7311.0,No
99142,card 850,2023-08-24,1900-01-01 02:47:19,2377.0,Online,37.0,SGP,CNP,No,Yes,acquirer 31,merchant 1013,5817.0,No
27784,card 850,2023-08-26,1900-01-01 17:31:41,557.0,Chip,9.0,USA,CP,Yes,No,acquirer 6,merchant 7,5499.0,No
31546,card 850,2023-08-27,1900-01-01 18:40:44,392.0,Chip,6.25,USA,CP,Yes,No,acquirer 6,merchant 46,5814.0,No
8221,card 850,2023-09-04,1900-01-01 06:12:18,772.0,Online,2.17,USA,CNP,No,No,acquirer 266,merchant 186,5977.0,No
77049,card 850,2023-09-05,1900-01-01 20:06:48,3627.0,Online,0.0,GBR,CNP,No,Yes,acquirer 194,merchant 95,5399.0,No
5235,card 850,2023-09-06,1900-01-01 11:48:13,1272.0,Online,8.0,USA,CNP,No,No,acquirer 6,merchant 17,4816.0,No
29806,card 850,2023-09-06,1900-01-01 09:06:15,1022.0,Subscription,3.99,USA,CNP,No,No,acquirer 22,merchant 40,5734.0,Yes
35873,card 850,2023-09-06,1900-01-01 11:22:50,1312.0,Chip,100.0,USA,CP,Yes,No,acquirer 253,merchant 695,3778.0,No
60417,card 850,2023-09-06,1900-01-01 20:10:23,1037.0,Online,39.99,USA,CNP,No,No,acquirer 516,merchant 141,5967.0,No
63585,card 850,2023-09-06,1900-01-01 08:23:03,1872.0,Online,1060.0,USA,CNP,No,No,acquirer 16,merchant 1013,7311.0,No
85109,card 850,2023-09-06,1900-01-01 08:27:22,2722.0,Unknown,147.74,USA,CNP,No,No,acquirer 253,merchant 695,3778.0,No
27074,card 850,2023-09-07,1900-01-01 17:19:53,1007.0,Chip,104.13,USA,CP,Yes,No,acquirer 37,merchant 1,5812.0,No
6446,card 850,2023-09-09,1900-01-01 04:13:13,1192.0,Online,39.99,USA,CNP,No,No,acquirer 516,merchant 141,5967.0,No
75560,card 850,2023-09-10,1900-01-01 18:13:18,237.0,Chip,12.0,USA,CP,Yes,No,acquirer 6,merchant 46,5814.0,No
66703,card 850,2023-09-11,1900-01-01 23:02:54,992.0,Online,0.0,USA,CNP,No,No,acquirer 557,merchant 2332,5722.0,No
74082,card 850,2023-09-13,1900-01-01 15:03:46,647.0,Magnetic Stripe,44.51,USA,CP,No,No,acquirer 23,merchant 1,5812.0,No
32934,card 850,2023-09-15,1900-01-01 23:30:15,422.0,Paypass - Contactless,4.0,USA,CP,Yes,No,acquirer 6,merchant 46,5814.0,No
52052,card 850,2023-09-15,1900-01-01 11:38:27,2617.0,Online,185.0,SGP,CNP,No,Yes,acquirer 31,merchant 1013,5817.0,No
62660,card 850,2023-09-15,1900-01-01 06:20:47,3337.0,Online,0.0,GBR,CNP,No,Yes,acquirer 194,merchant 95,5399.0,No
82307,card 850,2023-09-15,1900-01-01 18:30:27,267.0,Paypass - Contactless,28.95,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
56050,card 850,2023-09-17,1900-01-01 15:48:57,252.0,Chip,5.5,USA,CP,Yes,No,acquirer 6,merchant 46,5814.0,No
90300,card 850,2023-09-17,1900-01-01 19:16:44,1567.0,Subscription,3.99,USA,CNP,No,No,acquirer 22,merchant 40,5734.0,No
90301,card 850,2023-09-17,1900-01-01 19:16:42,1012.0,Online,0.0,USA,CNP,No,No,acquirer 22,merchant 40,5734.0,No
1125,card 850,2023-09-18,1900-01-01 16:37:14,962.0,Online,8.0,USA,CNP,No,No,acquirer 6,merchant 17,4816.0,No
57682,card 850,2023-09-18,1900-01-01 08:36:44,1892.0,Online,0.0,USA,CNP,No,No,acquirer 22,merchant 40,5734.0,No
85770,card 850,2023-09-18,1900-01-01 11:12:52,1002.0,Paypass - Contactless,8.44,USA,CP,Yes,No,acquirer 45,merchant 1,5812.0,No
70785,card 850,2023-09-19,1900-01-01 03:45:34,2452.0,Online,0.0,USA,CNP,No,No,acquirer 22,merchant 40,5734.0,No
27556,card 867,2023-11-01,1900-01-01 00:08:19,2502.0,Paypass - Contactless,52.94,FRA,CP,Yes,Yes,acquirer 89,merchant 11,5411.0,No
69346,card 867,2023-11-01,1900-01-01 00:08:49,3517.0,Paypass - Contactless,52.94,FRA,CP,Yes,Yes,acquirer 89,merchant 11,5411.0,No
4437,card 867,2023-11-02,1900-01-01 00:58:58,897.0,Paypass - Contactless,21.34,FRA,CP,Yes,Yes,acquirer 66,merchant 46,5814.0,Yes
41,card 867,2023-11-03,1900-01-01 19:58:47,4227.0,Paypass - Contactless,25.42,FRA,CP,Yes,Yes,acquirer 52,merchant 126,763.0,Yes
5821,card 867,2023-11-03,1900-01-01 16:33:05,1002.0,Paypass - Contactless,21.34,FRA,CP,Yes,Yes,acquirer 111,merchant 25,5462.0,Yes
8174,card 867,2023-11-03,1900-01-01 16:50:50,1432.0,Paypass - Contactless,53.35,FRA,CP,Yes,Yes,acquirer 66,merchant 203,5712.0,Yes
15731,card 867,2023-11-03,1900-01-01 20:17:47,3882.0,Paypass - Contactless,52.72,FRA,CP,Yes,Yes,acquirer 174,merchant 11,5411.0,Yes
15866,card 867,2023-11-03,1900-01-01 18:50:56,3627.0,Paypass - Contactless,15.99,FRA,CP,Yes,Yes,acquirer 235,merchant 449,5661.0,Yes
18744,card 867,2023-11-03,1900-01-01 18:07:07,2607.0,Paypass - Contactless,53.35,FRA,CP,Yes,Yes,acquirer 66,merchant 2624,5712.0,Yes
59205,card 894,2023-01-07,1900-01-01 19:41:00,1762.0,Online,411.34,USA,CNP,No,No,acquirer 4,merchant 149,9399.0,No
5236,card 894,2023-01-08,1900-01-01 15:59:26,887.0,Paypass - Contactless,64.3,USA,CP,Yes,No,acquirer 65,merchant 769,5941.0,No
6932,card 894,2023-01-11,1900-01-01 14:57:00,617.0,Paypass - Contactless,42.19,USA,CP,Yes,No,acquirer 24,merchant 63,5411.0,No
59735,card 894,2023-01-11,1900-01-01 10:18:38,2127.0,Online,340.06,USA,CNP,No,No,acquirer 16,merchant 97,4789.0,No
90765,card 894,2023-01-14,1900-01-01 10:02:00,702.0,Paypass - Contactless,20.32,USA,CP,Yes,No,acquirer 49,merchant 68,5912.0,No
28385,card 894,2023-01-15,1900-01-01 06:39:33,1177.0,Subscription,4.99,USA,CNP,No,No,acquirer 6,merchant 539,5818.0,No
79084,card 894,2023-01-16,1900-01-01 17:22:51,687.0,Chip,16.31,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
92483,card 894,2023-01-16,1900-01-01 13:34:34,552.0,Paypass - Contactless,18.4,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
53090,card 894,2023-01-17,1900-01-01 20:32:00,1917.0,Online,43.01,USA,CNP,No,No,acquirer 25,merchant 41,5814.0,No
73308,card 894,2023-01-17,1900-01-01 14:22:34,2222.0,Online,100.0,USA,CNP,No,No,acquirer 41,merchant 260,7299.0,No
91799,card 894,2023-01-17,1900-01-01 16:03:53,847.0,Chip,27.19,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
30262,card 894,2023-01-18,1900-01-01 20:58:23,2182.0,Online,3.75,USA,CNP,No,No,acquirer 18,merchant 291,5814.0,No
45204,card 894,2023-01-25,1900-01-01 18:28:59,1237.0,Postal,20.0,USA,CNP,No,No,acquirer 254,merchant 101,8299.0,No
31123,card 894,2023-01-30,1900-01-01 22:57:08,267.0,Online,0.0,USA,CNP,No,No,acquirer 155,merchant 5,5816.0,No
31993,card 894,2023-01-31,1900-01-01 10:46:06,1572.0,Subscription,293.21,USA,CNP,No,No,acquirer 595,merchant 293,4814.0,No
98860,card 894,2023-01-31,1900-01-01 22:56:54,2272.0,Online,250.0,USA,CNP,No,No,acquirer 1,merchant 17,4816.0,No
67284,card 894,2023-02-07,1900-01-01 21:21:07,657.0,Subscription,40.0,USA,CNP,No,No,acquirer 16,merchant 400,7941.0,No
79616,card 894,2023-02-09,1900-01-01 22:38:12,2177.0,Subscription,72.0,USA,CNP,No,No,acquirer 22,merchant 286,5912.0,No
50552,card 894,2023-02-14,1900-01-01 11:48:46,482.0,Paypass - Contactless,24.89,USA,CP,Yes,No,acquirer 26,merchant 33,5912.0,No
95337,card 894,2023-02-14,1900-01-01 16:09:09,2772.0,Subscription,11.03,GBR,CNP,No,Yes,acquirer 377,merchant 95,5399.0,No
11031,card 894,2023-02-15,1900-01-01 12:47:33,2292.0,Online,15.0,USA,CNP,No,No,acquirer 41,merchant 260,7299.0,No
24534,card 894,2023-02-15,,477.0,Online,0.0,USA,CNP,No,No,acquirer 47,merchant 640,5193.0,No
4485,card 894,2023-02-16,1900-01-01 17:40:18,2332.0,Tap-to-Pay,77.92,USA,CP,No,No,acquirer 6,merchant 36,5995.0,No
98397,card 894,2023-02-18,1900-01-01 14:53:13,1557.0,Magnetic Stripe,3.07,USA,CP,No,No,acquirer 231,merchant 34,7523.0,No
56952,card 894,2023-02-20,1900-01-01 14:26:18,822.0,Paypass - Contactless,69.6,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
53548,card 894,2023-02-21,1900-01-01 13:27:43,777.0,Subscription,15.99,USA,CNP,No,No,acquirer 2,merchant 206,5045.0,No
67294,card 894,2023-02-25,1900-01-01 17:58:25,557.0,Chip,107.91,CAN,CP,Yes,Yes,acquirer 466,merchant 1,5812.0,No
84963,card 894,2023-02-25,1900-01-01 19:26:09,1607.0,Online,0.0,CAN,CNP,No,Yes,acquirer 181,merchant 2522,7999.0,No
76083,card 894,2023-03-02,1900-01-01 14:10:08,752.0,Online,11.58,USA,CNP,No,No,acquirer 6,merchant 383,5812.0,No
8084,card 894,2023-03-04,1900-01-01 10:23:59,827.0,Paypass - Contactless,5.75,USA,CP,Yes,No,acquirer 6,merchant 109,5814.0,No
58719,card 894,2023-03-05,1900-01-01 19:56:40,787.0,Paypass - Contactless,39.74,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
60691,card 894,2023-03-06,1900-01-01 18:39:55,892.0,PayPass - Wallet,99.54,USA,CP,Yes,No,acquirer 6,merchant 36,5995.0,No
72857,card 894,2023-03-07,1900-01-01 10:06:41,477.0,Online,0.0,USA,CNP,No,No,acquirer 431,merchant 52,7999.0,No
75487,card 894,2023-03-07,1900-01-01 11:04:38,1067.0,Online,85.73,USA,CNP,No,No,acquirer 22,merchant 463,5940.0,No
94782,card 894,2023-03-10,1900-01-01 17:08:42,1642.0,Online,150.0,USA,CNP,No,No,acquirer 41,merchant 260,7299.0,No
98301,card 894,2023-03-11,1900-01-01 14:42:09,622.0,PayPass - Wallet,3.52,USA,CP,Yes,No,acquirer 26,merchant 124,5942.0,No
20553,card 894,2023-03-14,1900-01-01 12:47:06,1322.0,Online,13.66,USA,CNP,No,No,acquirer 58,merchant 149,9399.0,No
58807,card 894,2023-03-14,1900-01-01 12:46:57,902.0,Chip,650.0,USA,CP,Yes,No,acquirer 58,merchant 149,9399.0,No
3565,card 894,2023-03-16,1900-01-01 02:31:06,3982.0,Subscription,1.0,IRL,CNP,No,Yes,acquirer 11,merchant 602,3043.0,No
12195,card 894,2023-03-16,1900-01-01 03:44:15,647.0,Online,10.0,USA,CNP,No,No,acquirer 45,merchant 289,4829.0,No
17563,card 894,2023-03-17,1900-01-01 20:53:30,1342.0,Online,3.99,USA,CNP,No,No,acquirer 6,merchant 76,5942.0,No
20454,card 894,2023-03-18,1900-01-01 12:57:39,817.0,Chip,832.78,IRL,CP,Yes,Yes,acquirer 867,merchant 865,3389.0,No
16422,card 894,2023-03-20,1900-01-01 17:38:11,702.0,Chip,62.96,IRL,CP,Yes,Yes,acquirer 793,merchant 150,4812.0,No
29265,card 894,2023-03-20,,477.0,Online,0.0,USA,CNP,No,No,acquirer 47,merchant 640,5193.0,No
51848,card 894,2023-03-20,1900-01-01 14:57:26,1607.0,Online,0.0,USA,CNP,No,No,acquirer 10,merchant 2,4121.0,No
90280,card 894,2023-03-20,1900-01-01 15:28:19,3517.0,Online,34.36,NLD,CNP,No,Yes,acquirer 10,merchant 2,4121.0,No
3447,card 894,2023-03-22,1900-01-01 12:25:37,3352.0,Online,11.81,GBR,CNP,No,Yes,acquirer 144,merchant 1,5812.0,No
87519,card 894,2023-03-22,1900-01-01 17:10:57,2372.0,Online,65.15,USA,CNP,No,No,acquirer 2,merchant 174,4121.0,No
34977,card 894,2023-03-23,1900-01-01 17:55:38,2197.0,Online,5.2,USA,CNP,No,No,acquirer 26,merchant 269,9311.0,No
53274,card 894,2023-03-23,1900-01-01 20:05:01,787.0,Subscription,318.02,USA,CNP,No,No,acquirer 1,merchant 335,5511.0,No
30913,card 894,2023-03-25,1900-01-01 03:16:51,1132.0,Subscription,10.56,USA,CNP,No,No,acquirer 1,merchant 380,5552.0,No
62351,card 894,2023-03-27,1900-01-01 11:58:06,322.0,Online,0.0,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
89683,card 894,2023-03-27,1900-01-01 08:58:53,1422.0,Online,180.0,USA,CNP,No,No,acquirer 22,merchant 40,5734.0,No
6975,card 894,2023-03-28,1900-01-01 01:05:08,397.0,Online,0.0,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
13027,card 894,2023-03-28,1900-01-01 09:25:12,1977.0,Online,1.0,USA,CNP,No,No,acquirer 16,merchant 40,5734.0,No
13534,card 894,2023-03-28,1900-01-01 13:04:38,7.0,Paypass - Contactless,43.53,USA,CP,Yes,No,acquirer 65,merchant 769,5941.0,No
60652,card 894,2023-03-28,1900-01-01 21:53:58,2467.0,Subscription,13.92,USA,CNP,No,No,acquirer 1,merchant 380,5552.0,No
25121,card 894,2023-04-01,1900-01-01 21:01:20,877.0,Chip,122.65,USA,CP,Yes,No,acquirer 36,merchant 1,5812.0,No
17000,card 894,2023-04-02,1900-01-01 02:48:57,747.0,Subscription,5.28,USA,CNP,No,No,acquirer 1,merchant 380,5552.0,No
12937,card 894,2023-04-05,1900-01-01 21:10:05,707.0,Subscription,4.32,USA,CNP,No,No,acquirer 1,merchant 380,5552.0,No
67444,card 894,2023-04-05,1900-01-01 15:55:59,1362.0,Online,7.57,USA,CNP,No,No,acquirer 65,merchant 127,5942.0,No
72039,card 894,2023-04-06,1900-01-01 13:59:54,307.0,PayPass - Wallet,151.54,USA,CP,Yes,No,acquirer 6,merchant 853,5211.0,No
10900,card 894,2023-04-13,1900-01-01 18:05:19,1652.0,PayPass - Wallet,648.08,CAN,CP,Yes,Yes,acquirer 262,merchant 1111,5691.0,No
21269,card 894,2023-04-13,,227.0,Online,0.0,USA,CNP,No,No,acquirer 47,merchant 640,5193.0,No
75597,card 894,2023-04-13,1900-01-01 15:11:54,3187.0,PayPass - Wallet,26.2,CAN,CP,Yes,Yes,acquirer 252,merchant 2421,5912.0,No
76696,card 894,2023-04-13,1900-01-01 15:52:07,3167.0,PayPass - Wallet,7.55,CAN,CP,Yes,Yes,acquirer 252,merchant 2421,5912.0,No
77208,card 894,2023-04-13,1900-01-01 19:55:09,1517.0,PayPass - Wallet,11.81,CAN,CP,Yes,Yes,acquirer 531,merchant 46,5814.0,No
73242,card 894,2023-04-15,1900-01-01 05:05:49,792.0,Online,100.0,USA,CNP,No,No,acquirer 45,merchant 289,4829.0,No
88304,card 894,2023-04-16,1900-01-01 18:41:59,907.0,Phone,10.0,USA,CNP,No,No,acquirer 6,merchant 216,3000.0,No
13322,card 894,2023-04-17,1900-01-01 15:41:47,497.0,PayPass - Wallet,134.23,USA,CP,Yes,No,acquirer 22,merchant 31,5941.0,No
5721,card 894,2023-04-21,1900-01-01 22:34:49,612.0,Subscription,7.2,USA,CNP,No,No,acquirer 1,merchant 380,5552.0,No
7680,card 894,2023-04-21,1900-01-01 22:07:33,887.0,PayPass - Wallet,7.6,USA,CP,Yes,No,acquirer 6,merchant 175,5811.0,No
35687,card 894,2023-04-28,1900-01-01 15:47:24,567.0,PayPass - Wallet,30.2,USA,CP,Yes,No,acquirer 77,merchant 1,5812.0,No
86670,card 894,2023-04-28,1900-01-01 14:13:10,697.0,PayPass - Wallet,33.19,USA,CP,Yes,No,acquirer 6,merchant 46,5814.0,No
48311,card 894,2023-04-29,1900-01-01 16:40:29,72.0,Online,0.0,USA,CNP,No,No,acquirer 1,merchant 377,7311.0,No
62669,card 894,2023-04-29,1900-01-01 04:55:00,597.0,Subscription,29.28,USA,CNP,No,No,acquirer 1,merchant 380,5552.0,No
8295,card 894,2023-05-01,1900-01-01 13:26:33,467.0,Subscription,70.01,USA,CNP,No,No,acquirer 22,merchant 763,1799.0,No
1163,card 894,2023-05-04,1900-01-01 11:40:36,1612.0,Online,2114.0,USA,CNP,No,No,acquirer 237,merchant 156,4722.0,No
18819,card 894,2023-05-05,1900-01-01 20:24:05,1002.0,Paypass - Contactless,33.4,USA,CP,Yes,No,acquirer 77,merchant 1,5812.0,No
32169,card 894,2023-05-05,1900-01-01 23:01:28,2932.0,Online,100.0,USA,CNP,No,No,acquirer 41,merchant 120,4829.0,No
38966,card 894,2023-05-05,1900-01-01 12:51:03,2282.0,Magnetic Stripe,1456.41,USA,CP,No,No,acquirer 254,merchant 1840,7699.0,No
11333,card 894,2023-05-10,1900-01-01 12:39:01,1042.0,Magnetic Stripe,3.0,USA,CP,No,No,acquirer 45,merchant 149,9399.0,No
76539,card 894,2023-05-12,1900-01-01 10:35:04,987.0,Online,46.39,USA,CNP,No,No,acquirer 4,merchant 149,9399.0,No
47246,card 894,2023-05-13,1900-01-01 17:39:38,1377.0,Chip,52.75,USA,CP,Yes,No,acquirer 6,merchant 46,5814.0,No
28585,card 894,2023-05-17,1900-01-01 21:34:33,2092.0,Online,80.0,USA,CNP,No,No,acquirer 41,merchant 120,4829.0,No
41310,card 894,2023-05-23,1900-01-01 05:55:29,957.0,Subscription,166.68,USA,CNP,No,No,acquirer 6,merchant 293,4812.0,No
22532,card 894,2023-05-24,1900-01-01 00:13:46,672.0,Online,110.93,USA,CNP,No,No,acquirer 6,merchant 76,5942.0,No
38444,card 894,2023-05-24,1900-01-01 15:53:10,277.0,Online,11.37,USA,CNP,No,No,acquirer 2,merchant 210,5812.0,No
3148,card 894,2023-06-02,1900-01-01 23:20:43,1352.0,PayPass - Wallet,13.56,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,Yes
23650,card 894,2023-06-05,1900-01-01 18:18:44,1117.0,Online,30.0,USA,CNP,No,No,acquirer 41,merchant 120,4829.0,No
28236,card 894,2023-06-08,1900-01-01 21:10:52,2332.0,Online,2068.86,USA,CNP,No,No,acquirer 1,merchant 787,5311.0,No
67929,card 894,2023-06-10,1900-01-01 23:25:21,1007.0,PayPass - Wallet,3.3,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
48519,card 894,2023-06-15,1900-01-01 19:42:00,922.0,PayPass - Wallet,74.27,USA,CP,Yes,No,acquirer 25,merchant 11,5411.0,No
95506,card 894,2023-06-16,1900-01-01 16:48:52,497.0,PayPass - Wallet,15.0,USA,CP,Yes,No,acquirer 6,merchant 7,5499.0,No
76209,card 894,2023-06-20,1900-01-01 18:08:20,547.0,PayPass - Wallet,17.45,USA,CP,Yes,No,acquirer 28,merchant 1,5812.0,No
79293,card 894,2023-06-24,1900-01-01 14:14:12,647.0,PayPass - Wallet,59.99,USA,CP,Yes,No,acquirer 6,merchant 67,5541.0,No
71102,card 894,2023-06-25,1900-01-01 02:51:20,492.0,Online,18.0,USA,CNP,No,No,acquirer 45,merchant 289,4829.0,No
32957,card 894,2023-06-28,1900-01-01 17:47:52,2062.0,Online,199.88,USA,CNP,No,No,acquirer 546,merchant 32,5968.0,No
5510,card 894,2023-06-30,1900-01-01 16:12:01,507.0,PayPass - Wallet,19.55,USA,CP,Yes,No,acquirer 6,merchant 7,5499.0,No
45637,card 894,2023-06-30,1900-01-01 01:31:38,2037.0,Online,1000.0,USA,CNP,No,No,acquirer 2,merchant 260,7299.0,No
74634,card 894,2023-07-05,1900-01-01 16:35:53,442.0,Paypass - Contactless,13.0,USA,CP,Yes,No,acquirer 6,merchant 7,5499.0,No
