,Card Identifier,Number of Transactions,Non-Fraudulent Transactions,Fraudulent Transactions,proportion_of_fraudulent_transactions
3851,card 4465,6,6.0,0.0,0.0
3850,card 4464,3,3.0,0.0,0.0
3849,card 4463,2,2.0,0.0,0.0
3848,card 4462,4,4.0,0.0,0.0
3847,card 4461,3,3.0,0.0,0.0
3846,card 4460,1,1.0,0.0,0.0
3845,card 446,61,61.0,0.0,0.0
3844,card 4459,9,9.0,0.0,0.0
3843,card 4458,1,1.0,0.0,0.0
3842,card 4457,13,13.0,0.0,0.0
3840,card 4455,6,6.0,0.0,0.0
3827,card 4443,6,6.0,0.0,0.0
3839,card 4454,4,4.0,0.0,0.0
3838,card 4453,3,3.0,0.0,0.0
3837,card 4452,3,3.0,0.0,0.0
3836,card 4451,1,1.0,0.0,0.0
3835,card 4450,1,1.0,0.0,0.0
3834,card 445,5,5.0,0.0,0.0
3833,card 4449,3,3.0,0.0,0.0
3832,card 4448,1,1.0,0.0,0.0
3831,card 4447,4,4.0,0.0,0.0
3830,card 4446,2,2.0,0.0,0.0
3829,card 4445,2,2.0,0.0,0.0
3828,card 4444,5,5.0,0.0,0.0
3796,card 4415,11,11.0,0.0,0.0
3794,card 4413,6,6.0,0.0,0.0
3734,card 436,38,38.0,0.0,0.0
3793,card 4412,6,6.0,0.0,0.0
3762,card 4385,5,5.0,0.0,0.0
3761,card 4384,18,18.0,0.0,0.0
3760,card 4383,14,14.0,0.0,0.0
3759,card 4382,2,2.0,0.0,0.0
3758,card 4381,2,2.0,0.0,0.0
3757,card 4380,4,4.0,0.0,0.0
3756,card 438,8,8.0,0.0,0.0
3755,card 4379,2,2.0,0.0,0.0
3754,card 4378,2,2.0,0.0,0.0
3753,card 4377,7,7.0,0.0,0.0
3752,card 4376,14,14.0,0.0,0.0
3751,card 4375,3,3.0,0.0,0.0
3750,card 4374,2,2.0,0.0,0.0
3749,card 4373,12,12.0,0.0,0.0
3748,card 4372,3,3.0,0.0,0.0
3747,card 4371,10,10.0,0.0,0.0
3746,card 4370,7,7.0,0.0,0.0
3745,card 437,9,9.0,0.0,0.0
3744,card 4369,1,1.0,0.0,0.0
3743,card 4368,1,1.0,0.0,0.0
3742,card 4367,6,6.0,0.0,0.0
3741,card 4366,2,2.0,0.0,0.0
3740,card 4365,5,5.0,0.0,0.0
3739,card 4364,7,7.0,0.0,0.0
3738,card 4363,2,2.0,0.0,0.0
3737,card 4362,4,4.0,0.0,0.0
3736,card 4361,2,2.0,0.0,0.0
3763,card 4386,7,7.0,0.0,0.0
3764,card 4387,5,5.0,0.0,0.0
3765,card 4388,12,12.0,0.0,0.0
3780,card 4400,3,3.0,0.0,0.0
3792,card 4411,7,7.0,0.0,0.0
3791,card 4410,2,2.0,0.0,0.0
3790,card 441,53,53.0,0.0,0.0
3789,card 4409,3,3.0,0.0,0.0
3788,card 4408,16,16.0,0.0,0.0
3787,card 4407,1,1.0,0.0,0.0
3786,card 4406,2,2.0,0.0,0.0
3785,card 4405,5,5.0,0.0,0.0
3784,card 4404,1,1.0,0.0,0.0
3783,card 4403,1,1.0,0.0,0.0
3782,card 4402,1,1.0,0.0,0.0
3781,card 4401,2,2.0,0.0,0.0
3779,card 440,2,2.0,0.0,0.0
3766,card 4389,15,15.0,0.0,0.0
3778,card 44,9,9.0,0.0,0.0
3777,card 4399,5,5.0,0.0,0.0
3776,card 4398,2,2.0,0.0,0.0
3775,card 4397,1,1.0,0.0,0.0
3774,card 4396,3,3.0,0.0,0.0
3773,card 4395,9,9.0,0.0,0.0
3772,card 4394,4,4.0,0.0,0.0
3771,card 4393,11,11.0,0.0,0.0
3770,card 4392,1,1.0,0.0,0.0
3769,card 4391,5,5.0,0.0,0.0
3768,card 4390,3,3.0,0.0,0.0
3767,card 439,68,68.0,0.0,0.0
3854,card 4468,3,3.0,0.0,0.0
3856,card 447,16,16.0,0.0,0.0
3857,card 4470,11,11.0,0.0,0.0
3858,card 4471,19,19.0,0.0,0.0
3947,card 4551,6,6.0,0.0,0.0
3946,card 4550,2,2.0,0.0,0.0
3945,card 455,33,33.0,0.0,0.0
3944,card 4549,1,1.0,0.0,0.0
3943,card 4548,10,10.0,0.0,0.0
3942,card 4547,2,2.0,0.0,0.0
3941,card 4546,2,2.0,0.0,0.0
3940,card 4545,9,9.0,0.0,0.0
3939,card 4544,7,7.0,0.0,0.0
3938,card 4543,3,3.0,0.0,0.0
3937,card 4542,3,3.0,0.0,0.0
1,card 10,13,13.0,0.0,0.0
3935,card 4540,1,1.0,0.0,0.0
3934,card 454,73,73.0,0.0,0.0
3933,card 4539,1,1.0,0.0,0.0
3932,card 4538,3,3.0,0.0,0.0
3931,card 4537,1,1.0,0.0,0.0
3930,card 4536,3,3.0,0.0,0.0
3929,card 4535,2,2.0,0.0,0.0
3928,card 4534,5,5.0,0.0,0.0
3927,card 4533,6,6.0,0.0,0.0
3926,card 4532,4,4.0,0.0,0.0
3925,card 4531,2,2.0,0.0,0.0
3924,card 4530,1,1.0,0.0,0.0
3923,card 453,12,12.0,0.0,0.0
3922,card 4529,18,18.0,0.0,0.0
3921,card 4528,3,3.0,0.0,0.0
3948,card 4552,7,7.0,0.0,0.0
3949,card 4553,1,1.0,0.0,0.0
3950,card 4554,1,1.0,0.0,0.0
3966,card 4569,5,5.0,0.0,0.0
3978,card 458,18,18.0,0.0,0.0
3977,card 4579,1,1.0,0.0,0.0
3976,card 4578,6,6.0,0.0,0.0
3975,card 4577,10,10.0,0.0,0.0
3974,card 4576,1,1.0,0.0,0.0
3973,card 4575,3,3.0,0.0,0.0
3972,card 4574,3,3.0,0.0,0.0
3971,card 4573,1,1.0,0.0,0.0
3970,card 4572,4,4.0,0.0,0.0
3969,card 4571,3,3.0,0.0,0.0
3968,card 4570,1,1.0,0.0,0.0
3967,card 457,18,18.0,0.0,0.0
3965,card 4568,6,6.0,0.0,0.0
3951,card 4555,4,4.0,0.0,0.0
3964,card 4567,1,1.0,0.0,0.0
3963,card 4566,1,1.0,0.0,0.0
3962,card 4565,1,1.0,0.0,0.0
3961,card 4564,5,5.0,0.0,0.0
3960,card 4563,1,1.0,0.0,0.0
3959,card 4562,9,9.0,0.0,0.0
3957,card 4560,16,16.0,0.0,0.0
3956,card 456,208,208.0,0.0,0.0
3955,card 4559,3,3.0,0.0,0.0
3954,card 4558,4,4.0,0.0,0.0
3953,card 4557,5,5.0,0.0,0.0
3952,card 4556,1,1.0,0.0,0.0
3920,card 4527,1,1.0,0.0,0.0
3919,card 4526,3,3.0,0.0,0.0
3918,card 4525,4,4.0,0.0,0.0
3873,card 4485,2,2.0,0.0,0.0
3885,card 4496,1,1.0,0.0,0.0
3884,card 4495,3,3.0,0.0,0.0
3883,card 4494,5,5.0,0.0,0.0
3882,card 4493,3,3.0,0.0,0.0
3881,card 4492,5,5.0,0.0,0.0
3880,card 4491,9,9.0,0.0,0.0
3879,card 4490,6,6.0,0.0,0.0
3878,card 449,39,39.0,0.0,0.0
3877,card 4489,3,3.0,0.0,0.0
3876,card 4488,4,4.0,0.0,0.0
3875,card 4487,5,5.0,0.0,0.0
3874,card 4486,1,1.0,0.0,0.0
3871,card 4483,3,3.0,0.0,0.0
3887,card 4498,3,3.0,0.0,0.0
3870,card 4482,1,1.0,0.0,0.0
3869,card 4481,3,3.0,0.0,0.0
3868,card 4480,9,9.0,0.0,0.0
3867,card 448,8,8.0,0.0,0.0
3866,card 4479,3,3.0,0.0,0.0
3865,card 4478,1,1.0,0.0,0.0
3864,card 4477,16,16.0,0.0,0.0
3863,card 4476,1,1.0,0.0,0.0
3862,card 4475,3,3.0,0.0,0.0
3861,card 4474,1,1.0,0.0,0.0
3860,card 4473,1,1.0,0.0,0.0
3859,card 4472,1,1.0,0.0,0.0
3886,card 4497,9,9.0,0.0,0.0
3888,card 4499,1,1.0,0.0,0.0
3917,card 4524,4,4.0,0.0,0.0
3904,card 4512,10,10.0,0.0,0.0
3916,card 4523,12,12.0,0.0,0.0
3915,card 4522,1,1.0,0.0,0.0
3914,card 4521,17,17.0,0.0,0.0
3913,card 4520,10,10.0,0.0,0.0
3912,card 452,21,21.0,0.0,0.0
3911,card 4519,10,10.0,0.0,0.0
3910,card 4518,1,1.0,0.0,0.0
3909,card 4517,7,7.0,0.0,0.0
3908,card 4516,3,3.0,0.0,0.0
3907,card 4515,4,4.0,0.0,0.0
3906,card 4514,7,7.0,0.0,0.0
3905,card 4513,9,9.0,0.0,0.0
3903,card 4511,4,4.0,0.0,0.0
3890,card 450,53,53.0,0.0,0.0
3902,card 4510,2,2.0,0.0,0.0
3901,card 451,190,190.0,0.0,0.0
3900,card 4509,1,1.0,0.0,0.0
3899,card 4508,3,3.0,0.0,0.0
3898,card 4507,1,1.0,0.0,0.0
3897,card 4506,3,3.0,0.0,0.0
3896,card 4505,1,1.0,0.0,0.0
3895,card 4504,6,6.0,0.0,0.0
3894,card 4503,6,6.0,0.0,0.0
3893,card 4502,3,3.0,0.0,0.0
3892,card 4501,7,7.0,0.0,0.0
3891,card 4500,2,2.0,0.0,0.0
3735,card 4360,2,2.0,0.0,0.0
3733,card 4359,1,1.0,0.0,0.0
3484,card 4134,2,2.0,0.0,0.0
3547,card 4191,14,14.0,0.0,0.0
3576,card 4217,4,4.0,0.0,0.0
3575,card 4216,3,3.0,0.0,0.0
3574,card 4215,2,2.0,0.0,0.0
3573,card 4214,1,1.0,0.0,0.0
3572,card 4213,9,9.0,0.0,0.0
3571,card 4212,6,6.0,0.0,0.0
3570,card 4211,10,10.0,0.0,0.0
3569,card 4210,8,8.0,0.0,0.0
3568,card 421,16,16.0,0.0,0.0
3567,card 4209,1,1.0,0.0,0.0
3566,card 4208,23,23.0,0.0,0.0
3565,card 4207,13,13.0,0.0,0.0
3564,card 4206,4,4.0,0.0,0.0
3563,card 4205,8,8.0,0.0,0.0
3562,card 4204,7,7.0,0.0,0.0
3561,card 4203,8,8.0,0.0,0.0
3560,card 4202,2,2.0,0.0,0.0
3559,card 4201,2,2.0,0.0,0.0
3558,card 4200,5,5.0,0.0,0.0
3557,card 420,87,87.0,0.0,0.0
3555,card 4199,5,5.0,0.0,0.0
3554,card 4198,10,10.0,0.0,0.0
3553,card 4197,5,5.0,0.0,0.0
3552,card 4196,6,6.0,0.0,0.0
3551,card 4195,19,19.0,0.0,0.0
3550,card 4194,7,7.0,0.0,0.0
3549,card 4193,6,6.0,0.0,0.0
3577,card 4218,1,1.0,0.0,0.0
3578,card 4219,6,6.0,0.0,0.0
3579,card 422,30,30.0,0.0,0.0
3595,card 4234,9,9.0,0.0,0.0
3607,card 4245,2,2.0,0.0,0.0
3606,card 4244,2,2.0,0.0,0.0
3605,card 4243,4,4.0,0.0,0.0
3604,card 4242,3,3.0,0.0,0.0
3603,card 4241,4,4.0,0.0,0.0
3602,card 4240,12,12.0,0.0,0.0
3601,card 424,61,61.0,0.0,0.0
3600,card 4239,7,7.0,0.0,0.0
3599,card 4238,5,5.0,0.0,0.0
3598,card 4237,2,2.0,0.0,0.0
3597,card 4236,6,6.0,0.0,0.0
3596,card 4235,1,1.0,0.0,0.0
3594,card 4233,10,10.0,0.0,0.0
3580,card 4220,1,1.0,0.0,0.0
3593,card 4232,7,7.0,0.0,0.0
3592,card 4231,11,11.0,0.0,0.0
3591,card 4230,1,1.0,0.0,0.0
3590,card 423,76,76.0,0.0,0.0
3589,card 4229,8,8.0,0.0,0.0
3588,card 4228,1,1.0,0.0,0.0
3587,card 4227,3,3.0,0.0,0.0
3585,card 4225,10,10.0,0.0,0.0
3584,card 4224,1,1.0,0.0,0.0
3583,card 4223,3,3.0,0.0,0.0
3582,card 4222,10,10.0,0.0,0.0
3581,card 4221,8,8.0,0.0,0.0
3548,card 4192,2,2.0,0.0,0.0
3545,card 419,16,16.0,0.0,0.0
3732,card 4358,3,3.0,0.0,0.0
3544,card 4189,29,29.0,0.0,0.0
3513,card 4160,1,1.0,0.0,0.0
3512,card 416,68,68.0,0.0,0.0
3511,card 4159,8,8.0,0.0,0.0
3510,card 4158,3,3.0,0.0,0.0
3509,card 4157,1,1.0,0.0,0.0
3508,card 4156,14,14.0,0.0,0.0
3507,card 4155,2,2.0,0.0,0.0
3506,card 4154,10,10.0,0.0,0.0
3505,card 4153,1,1.0,0.0,0.0
3504,card 4152,1,1.0,0.0,0.0
3503,card 4151,2,2.0,0.0,0.0
3502,card 4150,32,32.0,0.0,0.0
3501,card 415,135,135.0,0.0,0.0
3500,card 4149,12,12.0,0.0,0.0
3499,card 4148,14,14.0,0.0,0.0
3498,card 4147,2,2.0,0.0,0.0
3496,card 4145,2,2.0,0.0,0.0
3495,card 4144,2,2.0,0.0,0.0
3494,card 4143,1,1.0,0.0,0.0
3493,card 4142,1,1.0,0.0,0.0
3492,card 4141,6,6.0,0.0,0.0
3491,card 4140,9,9.0,0.0,0.0
3490,card 414,15,15.0,0.0,0.0
3489,card 4139,8,8.0,0.0,0.0
3488,card 4138,19,19.0,0.0,0.0
3487,card 4137,6,6.0,0.0,0.0
3486,card 4136,4,4.0,0.0,0.0
3514,card 4161,9,9.0,0.0,0.0
3515,card 4162,10,10.0,0.0,0.0
3516,card 4163,3,3.0,0.0,0.0
3531,card 4177,8,8.0,0.0,0.0
3543,card 4188,1,1.0,0.0,0.0
3542,card 4187,1,1.0,0.0,0.0
3541,card 4186,4,4.0,0.0,0.0
3540,card 4185,8,8.0,0.0,0.0
3539,card 4184,6,6.0,0.0,0.0
3538,card 4183,4,4.0,0.0,0.0
3537,card 4182,17,17.0,0.0,0.0
3536,card 4181,2,2.0,0.0,0.0
3535,card 4180,2,2.0,0.0,0.0
3534,card 418,6,6.0,0.0,0.0
3533,card 4179,1,1.0,0.0,0.0
3532,card 4178,3,3.0,0.0,0.0
3530,card 4176,1,1.0,0.0,0.0
3517,card 4164,17,17.0,0.0,0.0
3529,card 4175,2,2.0,0.0,0.0
3528,card 4174,1,1.0,0.0,0.0
3527,card 4173,1,1.0,0.0,0.0
3526,card 4172,7,7.0,0.0,0.0
3525,card 4171,1,1.0,0.0,0.0
3524,card 4170,5,5.0,0.0,0.0
3523,card 417,27,27.0,0.0,0.0
3522,card 4169,10,10.0,0.0,0.0
3521,card 4168,9,9.0,0.0,0.0
3520,card 4167,6,6.0,0.0,0.0
3519,card 4166,9,9.0,0.0,0.0
3518,card 4165,11,11.0,0.0,0.0
3608,card 4246,6,6.0,0.0,0.0
3609,card 4247,2,2.0,0.0,0.0
3610,card 4248,10,10.0,0.0,0.0
3611,card 4249,6,6.0,0.0,0.0
3699,card 4328,4,4.0,0.0,0.0
3698,card 4327,8,8.0,0.0,0.0
3697,card 4326,9,9.0,0.0,0.0
3696,card 4325,1,1.0,0.0,0.0
3695,card 4324,6,6.0,0.0,0.0
3694,card 4323,2,2.0,0.0,0.0
3693,card 4322,1,1.0,0.0,0.0
3692,card 4321,3,3.0,0.0,0.0
3691,card 4320,1,1.0,0.0,0.0
3690,card 432,83,83.0,0.0,0.0
3689,card 4319,2,2.0,0.0,0.0
3688,card 4318,2,2.0,0.0,0.0
3687,card 4317,1,1.0,0.0,0.0
3686,card 4316,4,4.0,0.0,0.0
3685,card 4315,2,2.0,0.0,0.0
3684,card 4314,1,1.0,0.0,0.0
3683,card 4313,2,2.0,0.0,0.0
3682,card 4312,3,3.0,0.0,0.0
3681,card 4311,5,5.0,0.0,0.0
3680,card 4310,2,2.0,0.0,0.0
3679,card 431,117,117.0,0.0,0.0
3678,card 4309,5,5.0,0.0,0.0
3677,card 4308,3,3.0,0.0,0.0
3676,card 4307,2,2.0,0.0,0.0
3675,card 4306,1,1.0,0.0,0.0
3674,card 4305,8,8.0,0.0,0.0
3673,card 4304,10,10.0,0.0,0.0
3700,card 4329,5,5.0,0.0,0.0
3701,card 433,132,132.0,0.0,0.0
3702,card 4330,1,1.0,0.0,0.0
3719,card 4346,7,7.0,0.0,0.0
3731,card 4357,2,2.0,0.0,0.0
3730,card 4356,14,14.0,0.0,0.0
3729,card 4355,8,8.0,0.0,0.0
3728,card 4354,1,1.0,0.0,0.0
3727,card 4353,11,11.0,0.0,0.0
3726,card 4352,4,4.0,0.0,0.0
3725,card 4351,1,1.0,0.0,0.0
3724,card 4350,1,1.0,0.0,0.0
3723,card 435,45,45.0,0.0,0.0
3722,card 4349,16,16.0,0.0,0.0
3721,card 4348,1,1.0,0.0,0.0
3720,card 4347,3,3.0,0.0,0.0
3718,card 4345,8,8.0,0.0,0.0
3703,card 4331,3,3.0,0.0,0.0
3717,card 4344,2,2.0,0.0,0.0
3716,card 4343,3,3.0,0.0,0.0
3715,card 4342,10,10.0,0.0,0.0
3713,card 4340,3,3.0,0.0,0.0
3711,card 4339,5,5.0,0.0,0.0
3710,card 4338,4,4.0,0.0,0.0
3709,card 4337,1,1.0,0.0,0.0
3708,card 4336,10,10.0,0.0,0.0
3707,card 4335,8,8.0,0.0,0.0
3706,card 4334,6,6.0,0.0,0.0
3705,card 4333,2,2.0,0.0,0.0
3704,card 4332,7,7.0,0.0,0.0
3672,card 4303,5,5.0,0.0,0.0
3671,card 4302,3,3.0,0.0,0.0
3670,card 4301,7,7.0,0.0,0.0
3625,card 4261,2,2.0,0.0,0.0
3637,card 4272,1,1.0,0.0,0.0
3636,card 4271,11,11.0,0.0,0.0
3635,card 4270,2,2.0,0.0,0.0
3634,card 427,24,24.0,0.0,0.0
3633,card 4269,15,15.0,0.0,0.0
3632,card 4268,3,3.0,0.0,0.0
3631,card 4267,5,5.0,0.0,0.0
3630,card 4266,6,6.0,0.0,0.0
3629,card 4265,2,2.0,0.0,0.0
3628,card 4264,5,5.0,0.0,0.0
3627,card 4263,6,6.0,0.0,0.0
3626,card 4262,2,2.0,0.0,0.0
3624,card 4260,7,7.0,0.0,0.0
3639,card 4274,4,4.0,0.0,0.0
3623,card 426,5,5.0,0.0,0.0
3622,card 4259,3,3.0,0.0,0.0
3621,card 4258,2,2.0,0.0,0.0
3620,card 4257,3,3.0,0.0,0.0
3619,card 4256,5,5.0,0.0,0.0
3618,card 4255,4,4.0,0.0,0.0
3617,card 4254,4,4.0,0.0,0.0
3616,card 4253,1,1.0,0.0,0.0
3615,card 4252,1,1.0,0.0,0.0
3614,card 4251,1,1.0,0.0,0.0
3613,card 4250,9,9.0,0.0,0.0
3612,card 425,72,72.0,0.0,0.0
3638,card 4273,3,3.0,0.0,0.0
3640,card 4275,3,3.0,0.0,0.0
3669,card 4300,5,5.0,0.0,0.0
3655,card 4289,2,2.0,0.0,0.0
3668,card 430,7,7.0,0.0,0.0
3667,card 43,87,87.0,0.0,0.0
3666,card 4299,14,14.0,0.0,0.0
3665,card 4298,5,5.0,0.0,0.0
3664,card 4297,1,1.0,0.0,0.0
3663,card 4296,1,1.0,0.0,0.0
3662,card 4295,7,7.0,0.0,0.0
3660,card 4293,2,2.0,0.0,0.0
3659,card 4292,6,6.0,0.0,0.0
3658,card 4291,2,2.0,0.0,0.0
3657,card 4290,1,1.0,0.0,0.0
3656,card 429,2,2.0,0.0,0.0
3654,card 4288,5,5.0,0.0,0.0
3641,card 4276,2,2.0,0.0,0.0
3653,card 4287,1,1.0,0.0,0.0
3652,card 4286,5,5.0,0.0,0.0
3651,card 4285,3,3.0,0.0,0.0
3650,card 4284,5,5.0,0.0,0.0
3649,card 4283,19,19.0,0.0,0.0
3648,card 4282,9,9.0,0.0,0.0
3647,card 4281,5,5.0,0.0,0.0
3646,card 4280,22,22.0,0.0,0.0
3645,card 428,54,54.0,0.0,0.0
3644,card 4279,5,5.0,0.0,0.0
3643,card 4278,1,1.0,0.0,0.0
3642,card 4277,1,1.0,0.0,0.0
2981,card 3682,6,6.0,0.0,0.0
2979,card 3680,2,2.0,0.0,0.0
1990,card 2790,2,2.0,0.0,0.0
2296,card 3065,8,8.0,0.0,0.0
2324,card 3090,43,43.0,0.0,0.0
2323,card 309,12,12.0,0.0,0.0
2322,card 3089,9,9.0,0.0,0.0
2321,card 3088,33,33.0,0.0,0.0
2320,card 3087,2,2.0,0.0,0.0
2319,card 3086,16,16.0,0.0,0.0
2318,card 3085,3,3.0,0.0,0.0
2317,card 3084,8,8.0,0.0,0.0
2316,card 3083,7,7.0,0.0,0.0
2315,card 3082,5,5.0,0.0,0.0
2314,card 3081,2,2.0,0.0,0.0
2313,card 3080,4,4.0,0.0,0.0
2312,card 308,18,18.0,0.0,0.0
2311,card 3079,1,1.0,0.0,0.0
2310,card 3078,5,5.0,0.0,0.0
2309,card 3077,3,3.0,0.0,0.0
2308,card 3076,9,9.0,0.0,0.0
2307,card 3075,5,5.0,0.0,0.0
2306,card 3074,44,44.0,0.0,0.0
2305,card 3073,4,4.0,0.0,0.0
2304,card 3072,1,1.0,0.0,0.0
2303,card 3071,2,2.0,0.0,0.0
2302,card 3070,1,1.0,0.0,0.0
2301,card 307,36,36.0,0.0,0.0
2300,card 3069,1,1.0,0.0,0.0
2299,card 3068,36,36.0,0.0,0.0
2298,card 3067,17,17.0,0.0,0.0
2325,card 3091,4,4.0,0.0,0.0
2326,card 3092,5,5.0,0.0,0.0
2327,card 3093,6,6.0,0.0,0.0
2342,card 3106,6,6.0,0.0,0.0
2354,card 3117,4,4.0,0.0,0.0
2353,card 3116,2,2.0,0.0,0.0
2352,card 3115,3,3.0,0.0,0.0
2351,card 3114,2,2.0,0.0,0.0
2350,card 3113,1,1.0,0.0,0.0
2349,card 3112,7,7.0,0.0,0.0
2348,card 3111,19,19.0,0.0,0.0
2347,card 3110,5,5.0,0.0,0.0
2346,card 311,3,3.0,0.0,0.0
2345,card 3109,6,6.0,0.0,0.0
2344,card 3108,6,6.0,0.0,0.0
2343,card 3107,2,2.0,0.0,0.0
2341,card 3105,13,13.0,0.0,0.0
2328,card 3094,18,18.0,0.0,0.0
2340,card 3104,1,1.0,0.0,0.0
2339,card 3103,3,3.0,0.0,0.0
2338,card 3102,2,2.0,0.0,0.0
2337,card 3101,7,7.0,0.0,0.0
2336,card 3100,17,17.0,0.0,0.0
2335,card 310,7,7.0,0.0,0.0
2334,card 31,22,22.0,0.0,0.0
2333,card 3099,13,13.0,0.0,0.0
2332,card 3098,2,2.0,0.0,0.0
2331,card 3097,5,5.0,0.0,0.0
2330,card 3096,2,2.0,0.0,0.0
2329,card 3095,1,1.0,0.0,0.0
2297,card 3066,5,5.0,0.0,0.0
2295,card 3064,3,3.0,0.0,0.0
2356,card 3119,1,1.0,0.0,0.0
2294,card 3063,2,2.0,0.0,0.0
2263,card 3035,25,25.0,0.0,0.0
2262,card 3034,2,2.0,0.0,0.0
2261,card 3033,7,7.0,0.0,0.0
2260,card 3032,11,11.0,0.0,0.0
2259,card 3031,4,4.0,0.0,0.0
2258,card 3030,57,57.0,0.0,0.0
2257,card 303,13,13.0,0.0,0.0
2256,card 3029,18,18.0,0.0,0.0
2255,card 3028,4,4.0,0.0,0.0
2254,card 3027,1,1.0,0.0,0.0
2253,card 3026,7,7.0,0.0,0.0
2251,card 3024,10,10.0,0.0,0.0
2250,card 3023,30,30.0,0.0,0.0
2249,card 3022,7,7.0,0.0,0.0
2248,card 3021,3,3.0,0.0,0.0
2247,card 3020,20,20.0,0.0,0.0
2246,card 302,19,19.0,0.0,0.0
2245,card 3019,1,1.0,0.0,0.0
2244,card 3018,4,4.0,0.0,0.0
2243,card 3017,5,5.0,0.0,0.0
2242,card 3016,2,2.0,0.0,0.0
2241,card 3015,7,7.0,0.0,0.0
2240,card 3014,3,3.0,0.0,0.0
2239,card 3013,1,1.0,0.0,0.0
2238,card 3012,19,19.0,0.0,0.0
2237,card 3011,10,10.0,0.0,0.0
2236,card 3010,2,2.0,0.0,0.0
2264,card 3036,22,22.0,0.0,0.0
2265,card 3037,8,8.0,0.0,0.0
2266,card 3038,5,5.0,0.0,0.0
2281,card 3051,2,2.0,0.0,0.0
2293,card 3062,4,4.0,0.0,0.0
2292,card 3061,7,7.0,0.0,0.0
2291,card 3060,1,1.0,0.0,0.0
2290,card 306,5,5.0,0.0,0.0
2289,card 3059,1,1.0,0.0,0.0
2288,card 3058,20,20.0,0.0,0.0
2287,card 3057,16,16.0,0.0,0.0
2286,card 3056,1,1.0,0.0,0.0
2285,card 3055,8,8.0,0.0,0.0
2284,card 3054,1,1.0,0.0,0.0
2283,card 3053,5,5.0,0.0,0.0
2282,card 3052,3,3.0,0.0,0.0
2280,card 3050,12,12.0,0.0,0.0
2267,card 3039,7,7.0,0.0,0.0
2279,card 305,7,7.0,0.0,0.0
2278,card 3049,41,41.0,0.0,0.0
2277,card 3048,21,21.0,0.0,0.0
2276,card 3047,19,19.0,0.0,0.0
2275,card 3046,8,8.0,0.0,0.0
2274,card 3045,4,4.0,0.0,0.0
2273,card 3044,28,28.0,0.0,0.0
2272,card 3043,2,2.0,0.0,0.0
2271,card 3042,17,17.0,0.0,0.0
2270,card 3041,2,2.0,0.0,0.0
2269,card 3040,6,6.0,0.0,0.0
2268,card 304,113,113.0,0.0,0.0
2355,card 3118,10,10.0,0.0,0.0
2357,card 312,40,40.0,0.0,0.0
2978,card 368,13,13.0,0.0,0.0
2418,card 3175,7,7.0,0.0,0.0
2447,card 3200,2,2.0,0.0,0.0
2446,card 320,84,84.0,0.0,0.0
2445,card 32,65,65.0,0.0,0.0
2444,card 3199,4,4.0,0.0,0.0
2443,card 3198,3,3.0,0.0,0.0
2442,card 3197,4,4.0,0.0,0.0
2441,card 3196,1,1.0,0.0,0.0
2440,card 3195,15,15.0,0.0,0.0
2439,card 3194,34,34.0,0.0,0.0
2438,card 3193,7,7.0,0.0,0.0
2437,card 3192,1,1.0,0.0,0.0
2436,card 3191,3,3.0,0.0,0.0
2435,card 3190,32,32.0,0.0,0.0
2434,card 319,56,56.0,0.0,0.0
2433,card 3189,4,4.0,0.0,0.0
2432,card 3188,15,15.0,0.0,0.0
2431,card 3187,11,11.0,0.0,0.0
2430,card 3186,4,4.0,0.0,0.0
2429,card 3185,28,28.0,0.0,0.0
2428,card 3184,6,6.0,0.0,0.0
2427,card 3183,5,5.0,0.0,0.0
2426,card 3182,14,14.0,0.0,0.0
2424,card 3180,5,5.0,0.0,0.0
2423,card 318,2,2.0,0.0,0.0
2422,card 3179,2,2.0,0.0,0.0
2421,card 3178,13,13.0,0.0,0.0
2420,card 3177,30,30.0,0.0,0.0
2448,card 3201,30,30.0,0.0,0.0
2449,card 3202,2,2.0,0.0,0.0
2450,card 3203,2,2.0,0.0,0.0
2466,card 3218,2,2.0,0.0,0.0
2478,card 3229,1,1.0,0.0,0.0
2477,card 3228,18,18.0,0.0,0.0
2476,card 3227,2,2.0,0.0,0.0
2475,card 3226,3,3.0,0.0,0.0
2474,card 3225,8,8.0,0.0,0.0
2473,card 3224,5,5.0,0.0,0.0
2472,card 3223,2,2.0,0.0,0.0
2471,card 3222,6,6.0,0.0,0.0
2470,card 3221,4,4.0,0.0,0.0
2469,card 3220,5,5.0,0.0,0.0
2468,card 322,81,81.0,0.0,0.0
2467,card 3219,1,1.0,0.0,0.0
2464,card 3216,1,1.0,0.0,0.0
2451,card 3204,4,4.0,0.0,0.0
2463,card 3215,1,1.0,0.0,0.0
2462,card 3214,8,8.0,0.0,0.0
2461,card 3213,4,4.0,0.0,0.0
2460,card 3212,5,5.0,0.0,0.0
2459,card 3211,4,4.0,0.0,0.0
2458,card 3210,3,3.0,0.0,0.0
2457,card 321,8,8.0,0.0,0.0
2456,card 3209,15,15.0,0.0,0.0
2455,card 3208,1,1.0,0.0,0.0
2454,card 3207,16,16.0,0.0,0.0
2453,card 3206,3,3.0,0.0,0.0
2452,card 3205,1,1.0,0.0,0.0
2419,card 3176,9,9.0,0.0,0.0
2417,card 3174,2,2.0,0.0,0.0
2358,card 3120,2,2.0,0.0,0.0
2416,card 3173,3,3.0,0.0,0.0
